"salary","years_exp","sex","bank_loan"
1596,10,"Man","No"
1500,22,"Woman","No"
1305,30,"Man","Yes"
1656,18,"Man","No"
1107,18,"Man","No"
1318,19,"Woman","No"
1155,25,"Woman","No"
1544,25,"Man","Yes"
1633,23,"Woman","No"
1387,24,"Man","Yes"
1660,25,"Woman","Yes"
1692,24,"Man","Yes"
1419,22,"Woman","No"
1039,17,"Woman","No"
1272,11,"Woman","No"
1509,24,"Man","Yes"
1485,17,"Man","No"
1251,14,"Man","No"
1122,26,"Man","No"
1709,13,"Woman","No"
1738,9,"Woman","No"
1376,11,"Woman","No"
1368,21,"Woman","No"
1843,24,"Woman","Yes"
1933,20,"Man","Yes"
1517,20,"Woman","No"
1343,22,"Man","No"
1378,24,"Woman","No"
1968,20,"Woman","Yes"
1640,14,"Woman","No"
1530,3,"Man","No"
1481,17,"Woman","No"
1003,22,"Man","No"
1437,19,"Woman","No"
1743,16,"Woman","No"
1145,15,"Woman","No"
994,20,"Woman","No"
1626,20,"Woman","No"
1618,12,"Woman","No"
1203,14,"Man","No"
1590,18,"Woman","No"
1646,17,"Woman","No"
1030,17,"Man","No"
1113,19,"Woman","No"
1327,28,"Man","Yes"
1274,16,"Man","No"
1287,22,"Man","No"
1859,19,"Woman","No"
1335,22,"Woman","No"
1487,12,"Woman","No"
1376,20,"Man","No"
1620,27,"Man","Yes"
2078,17,"Man","Yes"
1623,29,"Woman","Yes"
1272,13,"Woman","No"
1936,19,"Man","Yes"
1757,21,"Woman","No"
1566,18,"Man","No"
1324,16,"Woman","No"
1408,14,"Man","No"
1037,15,"Woman","No"
2069,19,"Woman","Yes"
1749,12,"Man","No"
1881,28,"Woman","Yes"
1408,17,"Woman","No"
886,19,"Woman","No"
1350,16,"Man","No"
1809,15,"Man","No"
1762,19,"Woman","No"
2137,13,"Man","Yes"
1690,10,"Man","No"
1465,21,"Woman","No"
1412,10,"Woman","No"
2266,15,"Woman","Yes"
1442,22,"Man","Yes"
1400,20,"Man","No"
1778,19,"Man","Yes"
1961,11,"Man","No"
2067,25,"Woman","Yes"
1355,24,"Woman","No"
959,15,"Woman","No"
1222,19,"Woman","No"
1379,16,"Man","No"
1743,25,"Woman","Yes"
1162,16,"Woman","No"
1205,28,"Man","Yes"
1569,19,"Man","No"
1312,20,"Woman","No"
1819,18,"Woman","No"
2377,17,"Woman","Yes"
1827,19,"Man","Yes"
1804,16,"Woman","No"
1232,28,"Woman","No"
1808,25,"Woman","Yes"
1631,19,"Woman","No"
1881,7,"Woman","No"
1634,20,"Woman","No"
1464,22,"Man","Yes"
2386,16,"Man","Yes"
943,26,"Woman","No"
1302,21,"Man","No"
1043,25,"Woman","No"
1111,20,"Woman","No"
1850,13,"Man","No"
1580,24,"Man","Yes"
1410,21,"Woman","No"
1627,18,"Woman","No"
2285,31,"Man","Yes"
1378,22,"Man","No"
1704,15,"Woman","No"
2031,19,"Woman","Yes"
1333,20,"Man","No"
1401,16,"Man","No"
1330,28,"Man","Yes"
1284,20,"Woman","No"
1402,29,"Man","Yes"
1450,19,"Man","No"
2051,18,"Woman","Yes"
1441,21,"Man","No"
1331,20,"Man","No"
1199,19,"Woman","No"
1431,12,"Man","No"
1423,20,"Woman","No"
1460,17,"Man","No"
1195,18,"Man","No"
1535,23,"Man","Yes"
1662,22,"Man","Yes"
1386,12,"Woman","No"
1817,20,"Woman","No"
2150,21,"Man","Yes"
1357,34,"Man","Yes"
1475,15,"Man","No"
1793,17,"Man","Yes"
1173,20,"Woman","No"
1084,20,"Woman","No"
1335,27,"Woman","No"
1534,23,"Man","Yes"
1704,16,"Man","No"
1632,20,"Woman","No"
2196,16,"Woman","Yes"
1270,24,"Woman","No"
1421,17,"Man","No"
1780,17,"Man","Yes"
2095,26,"Man","Yes"
1211,15,"Woman","No"
1852,13,"Woman","No"
1927,24,"Man","Yes"
1733,18,"Woman","No"
2127,16,"Man","Yes"
1572,21,"Woman","No"
1521,18,"Man","No"
1777,25,"Man","Yes"
1722,21,"Woman","No"
1242,15,"Woman","No"
1752,24,"Man","Yes"
1316,16,"Woman","No"
1341,27,"Woman","No"
1470,25,"Man","Yes"
993,15,"Woman","No"
1676,18,"Man","Yes"
1694,21,"Woman","No"
1569,22,"Woman","No"
1466,24,"Man","Yes"
1860,26,"Woman","Yes"
1695,19,"Man","Yes"
1683,19,"Woman","No"
1245,23,"Man","No"
1595,26,"Man","Yes"
1482,19,"Man","No"
1182,21,"Woman","No"
1410,22,"Woman","No"
1899,15,"Woman","No"
1272,15,"Woman","No"
1611,20,"Woman","No"
1560,22,"Woman","No"
1579,11,"Woman","No"
1854,18,"Woman","No"
1303,26,"Woman","No"
1472,18,"Woman","No"
1154,20,"Man","No"
1537,14,"Woman","No"
1802,17,"Man","Yes"
1112,10,"Woman","No"
1108,9,"Woman","No"
1646,17,"Woman","No"
1840,22,"Woman","Yes"
1304,17,"Woman","No"
1245,20,"Woman","No"
1117,17,"Man","No"
1234,23,"Woman","No"
2057,18,"Woman","Yes"
1399,25,"Man","Yes"
1704,20,"Woman","No"
1374,22,"Woman","No"
1762,12,"Man","No"
1729,23,"Man","Yes"
1512,32,"Man","Yes"
1432,24,"Woman","No"
1079,20,"Man","No"
1807,13,"Man","No"
1750,23,"Woman","Yes"
739,23,"Man","No"
1898,20,"Woman","Yes"
1566,19,"Woman","No"
1394,15,"Man","No"
1343,15,"Woman","No"
2001,16,"Woman","No"
1765,17,"Woman","No"
1232,21,"Woman","No"
1297,24,"Man","No"
2331,18,"Man","Yes"
1726,14,"Woman","No"
1196,15,"Man","No"
1243,16,"Man","No"
1953,14,"Man","Yes"
1578,16,"Man","No"
1368,19,"Man","No"
1175,18,"Woman","No"
885,19,"Man","No"
1628,21,"Man","Yes"
1314,22,"Woman","No"
1976,18,"Woman","Yes"
1388,27,"Man","Yes"
1200,15,"Man","No"
1570,26,"Man","Yes"
1607,24,"Woman","No"
1646,24,"Man","Yes"
1563,24,"Man","Yes"
1145,17,"Woman","No"
1516,18,"Woman","No"
1876,9,"Man","No"
1690,16,"Woman","No"
1942,14,"Woman","No"
1243,26,"Man","Yes"
818,16,"Woman","No"
1433,17,"Woman","No"
1207,18,"Woman","No"
1914,12,"Man","No"
673,16,"Woman","No"
1722,30,"Woman","Yes"
1949,21,"Woman","Yes"
1279,18,"Man","No"
1504,30,"Man","Yes"
1553,10,"Woman","No"
2068,18,"Man","Yes"
1166,20,"Man","No"
1759,23,"Man","Yes"
1730,8,"Man","No"
2122,19,"Man","Yes"
1482,16,"Woman","No"
2156,25,"Man","Yes"
1445,22,"Woman","No"
1341,23,"Man","No"
1009,25,"Woman","No"
1402,24,"Man","Yes"
847,12,"Woman","No"
1509,34,"Man","Yes"
1396,20,"Woman","No"
1437,18,"Woman","No"
1086,12,"Man","No"
1227,28,"Woman","No"
1281,17,"Man","No"
1922,24,"Woman","Yes"
1276,19,"Woman","No"
1287,23,"Woman","No"
1494,8,"Woman","No"
1369,22,"Woman","No"
1694,23,"Woman","Yes"
1650,19,"Man","Yes"
1556,14,"Man","No"
1186,27,"Man","Yes"
1437,19,"Woman","No"
1494,14,"Man","No"
1102,32,"Man","Yes"
1588,20,"Woman","No"
1724,30,"Woman","Yes"
1699,25,"Man","Yes"
1528,17,"Woman","No"
1249,16,"Man","No"
1830,15,"Woman","No"
2086,16,"Woman","No"
1473,23,"Woman","No"
1361,25,"Man","Yes"
1799,19,"Man","Yes"
1294,16,"Woman","No"
1314,21,"Man","No"
1476,18,"Man","No"
1680,15,"Woman","No"
1438,21,"Man","No"
1228,14,"Man","No"
1234,18,"Man","No"
1215,12,"Man","No"
1152,24,"Man","No"
1823,19,"Woman","No"
1500,14,"Man","No"
1193,9,"Man","No"
1314,29,"Man","Yes"
1515,19,"Woman","No"
1174,20,"Woman","No"
1510,16,"Man","No"
1033,21,"Man","No"
1849,22,"Woman","Yes"
1519,22,"Man","Yes"
1273,14,"Woman","No"
1457,18,"Woman","No"
1625,19,"Man","Yes"
1552,13,"Man","No"
1832,24,"Woman","Yes"
1591,26,"Man","Yes"
1472,18,"Woman","No"
1287,19,"Man","No"
1500,22,"Woman","No"
1209,21,"Man","No"
1245,15,"Woman","No"
1569,21,"Man","Yes"
1542,19,"Woman","No"
1751,20,"Man","Yes"
1229,16,"Woman","No"
1715,22,"Woman","No"
1612,22,"Woman","No"
1456,10,"Man","No"
1482,24,"Man","Yes"
1412,14,"Man","No"
1144,24,"Woman","No"
1443,23,"Woman","No"
1665,17,"Man","No"
1517,15,"Man","No"
1542,16,"Man","No"
1607,23,"Woman","No"
1841,14,"Woman","No"
1424,30,"Man","Yes"
1752,18,"Man","Yes"
1891,28,"Man","Yes"
1825,18,"Man","Yes"
1370,9,"Woman","No"
1312,24,"Man","Yes"
1647,17,"Woman","No"
1472,34,"Woman","Yes"
1558,28,"Woman","Yes"
2355,16,"Woman","Yes"
1109,16,"Man","No"
972,18,"Woman","No"
1989,16,"Woman","No"
1359,21,"Woman","No"
1827,19,"Man","Yes"
1536,22,"Man","Yes"
1422,21,"Woman","No"
1179,23,"Man","No"
1606,24,"Man","Yes"
1544,16,"Man","No"
1656,14,"Man","No"
1707,15,"Woman","No"
1659,16,"Man","No"
1286,20,"Woman","No"
664,27,"Woman","No"
1693,20,"Woman","No"
1313,24,"Woman","No"
1629,23,"Man","Yes"
1980,17,"Woman","No"
1360,16,"Man","No"
1286,22,"Woman","No"
1512,21,"Woman","No"
1042,27,"Man","No"
1518,18,"Woman","No"
1043,18,"Woman","No"
1510,20,"Woman","No"
1278,25,"Man","Yes"
1217,24,"Woman","No"
1416,17,"Woman","No"
1934,17,"Woman","No"
1662,19,"Woman","No"
1616,15,"Woman","No"
1054,16,"Man","No"
1937,25,"Woman","Yes"
2271,25,"Woman","Yes"
1456,20,"Man","No"
1689,16,"Woman","No"
1902,17,"Woman","No"
1555,20,"Woman","No"
1919,19,"Woman","Yes"
1841,13,"Man","No"
1629,22,"Woman","No"
1323,15,"Woman","No"
975,32,"Man","Yes"
1251,21,"Man","No"
1754,19,"Man","Yes"
1607,18,"Man","No"
1576,14,"Man","No"
1544,16,"Woman","No"
1124,23,"Woman","No"
1620,15,"Man","No"
1539,17,"Man","No"
1155,23,"Woman","No"
1600,21,"Woman","No"
1519,29,"Woman","Yes"
1168,17,"Man","No"
1451,12,"Woman","No"
1780,21,"Man","Yes"
1364,22,"Man","No"
1014,20,"Woman","No"
1765,10,"Woman","No"
1370,22,"Man","No"
1308,8,"Woman","No"
828,17,"Man","No"
1508,15,"Man","No"
1655,5,"Woman","No"
2253,29,"Woman","Yes"
1656,22,"Woman","No"
1675,11,"Woman","No"
1291,25,"Woman","No"
1772,17,"Man","Yes"
1159,18,"Man","No"
1409,19,"Man","No"
1537,29,"Woman","Yes"
1055,17,"Woman","No"
1220,18,"Man","No"
1874,12,"Woman","No"
1180,13,"Man","No"
1218,20,"Woman","No"
1401,20,"Man","No"
1244,22,"Man","No"
1842,12,"Man","No"
1272,23,"Man","No"
1666,12,"Man","No"
1383,12,"Man","No"
1223,18,"Woman","No"
1628,17,"Woman","No"
1651,27,"Woman","Yes"
1883,16,"Man","Yes"
1148,14,"Woman","No"
1834,24,"Woman","Yes"
1891,26,"Man","Yes"
1865,17,"Man","Yes"
2008,23,"Woman","Yes"
1500,23,"Woman","No"
1227,11,"Man","No"
1660,26,"Woman","Yes"
1377,23,"Man","Yes"
1356,20,"Woman","No"
916,17,"Woman","No"
1486,17,"Woman","No"
1500,14,"Man","No"
1440,18,"Man","No"
1617,13,"Woman","No"
1566,19,"Man","No"
1671,18,"Man","Yes"
1418,16,"Woman","No"
1537,28,"Woman","Yes"
1087,24,"Woman","No"
1494,15,"Woman","No"
1600,26,"Woman","Yes"
1410,16,"Man","No"
1754,16,"Man","No"
1709,12,"Woman","No"
1588,17,"Man","No"
1231,9,"Woman","No"
892,21,"Man","No"
1131,11,"Man","No"
2035,21,"Man","Yes"
1727,25,"Woman","Yes"
1431,16,"Man","No"
1499,15,"Man","No"
1362,12,"Man","No"
858,23,"Woman","No"
1582,14,"Man","No"
1935,25,"Woman","Yes"
1432,19,"Woman","No"
1671,10,"Man","No"
1966,23,"Woman","Yes"
1551,17,"Man","No"
1322,15,"Woman","No"
1941,19,"Man","Yes"
1692,20,"Woman","No"
1396,18,"Woman","No"
2094,18,"Woman","Yes"
1241,24,"Woman","No"
839,22,"Man","No"
1392,20,"Man","No"
1270,9,"Man","No"
1756,17,"Woman","No"
1861,21,"Man","Yes"
914,13,"Woman","No"
1304,23,"Woman","No"
1309,10,"Man","No"
2295,24,"Woman","Yes"
1353,28,"Woman","No"
1551,27,"Woman","Yes"
1218,28,"Woman","No"
1556,31,"Man","Yes"
1722,17,"Man","No"
1253,15,"Woman","No"
1419,21,"Woman","No"
1034,21,"Man","No"
1432,20,"Woman","No"
1177,28,"Man","Yes"
1735,22,"Woman","Yes"
1305,27,"Woman","No"
834,26,"Woman","No"
1232,19,"Woman","No"
1109,17,"Man","No"
1603,23,"Man","Yes"
1850,23,"Man","Yes"
855,17,"Woman","No"
1392,13,"Woman","No"
1382,18,"Woman","No"
1921,12,"Man","No"
1849,22,"Man","Yes"
1464,21,"Woman","No"
723,22,"Man","No"
1970,17,"Woman","No"
1208,23,"Man","No"
1508,24,"Woman","No"
1634,16,"Woman","No"
1785,20,"Woman","No"
1345,22,"Woman","No"
1539,27,"Man","Yes"
1180,19,"Woman","No"
1917,19,"Woman","Yes"
1225,11,"Woman","No"
2058,16,"Woman","No"
1202,18,"Woman","No"
1549,21,"Man","Yes"
1349,23,"Man","No"
1413,18,"Man","No"
1289,20,"Woman","No"
1150,11,"Man","No"
1749,12,"Man","No"
656,21,"Woman","No"
688,6,"Woman","No"
2021,25,"Man","Yes"
1166,22,"Woman","No"
1688,16,"Woman","No"
1602,26,"Man","Yes"
1232,26,"Woman","No"
1335,19,"Woman","No"
1289,16,"Man","No"
1528,23,"Man","Yes"
1836,31,"Woman","Yes"
1194,25,"Man","No"
1222,18,"Man","No"
1745,18,"Man","Yes"
949,22,"Man","No"
1325,19,"Man","No"
1568,13,"Man","No"
1193,19,"Man","No"
2015,21,"Man","Yes"
1658,18,"Woman","No"
1745,22,"Man","Yes"
1817,22,"Woman","Yes"
802,15,"Woman","No"
1000,17,"Woman","No"
1893,13,"Man","No"
1674,23,"Man","Yes"
1878,25,"Woman","Yes"
1690,17,"Man","No"
1396,24,"Man","Yes"
1284,26,"Man","Yes"
1453,17,"Man","No"
1436,21,"Woman","No"
1395,22,"Man","No"
1271,14,"Woman","No"
1355,24,"Woman","No"
1742,24,"Man","Yes"
1106,25,"Man","No"
1319,19,"Woman","No"
1227,23,"Man","No"
1569,18,"Man","No"
948,14,"Man","No"
1383,28,"Man","Yes"
1356,32,"Man","Yes"
1657,21,"Man","Yes"
2573,23,"Woman","Yes"
1590,21,"Man","Yes"
1391,23,"Man","Yes"
1503,24,"Man","Yes"
1475,27,"Man","Yes"
1566,10,"Man","No"
1147,8,"Woman","No"
1766,27,"Man","Yes"
1732,18,"Woman","No"
1543,15,"Woman","No"
1363,16,"Man","No"
1138,25,"Man","No"
1737,23,"Man","Yes"
1911,24,"Woman","Yes"
1005,25,"Woman","No"
1920,21,"Man","Yes"
891,20,"Man","No"
1810,23,"Man","Yes"
1559,23,"Woman","No"
1614,20,"Woman","No"
1464,25,"Woman","No"
1642,24,"Woman","Yes"
2449,23,"Man","Yes"
1564,10,"Man","No"
1221,18,"Woman","No"
1308,23,"Man","No"
1433,25,"Man","Yes"
1695,17,"Woman","No"
1446,25,"Woman","No"
1820,21,"Man","Yes"
1921,24,"Man","Yes"
1125,27,"Man","No"
1498,15,"Woman","No"
1743,17,"Woman","No"
1583,17,"Woman","No"
1842,19,"Woman","No"
1266,23,"Woman","No"
1715,23,"Man","Yes"
1450,21,"Man","No"
1202,17,"Woman","No"
1624,25,"Man","Yes"
1522,26,"Woman","Yes"
1732,23,"Woman","Yes"
1417,14,"Woman","No"
1126,23,"Woman","No"
1090,18,"Woman","No"
1017,13,"Man","No"
1056,17,"Man","No"
1120,21,"Woman","No"
2048,24,"Man","Yes"
1507,19,"Man","No"
1520,25,"Woman","No"
1667,26,"Man","Yes"
1684,15,"Man","No"
1441,18,"Woman","No"
1184,17,"Man","No"
1100,10,"Woman","No"
1304,20,"Man","No"
1659,15,"Man","No"
1065,25,"Woman","No"
1415,17,"Woman","No"
1949,21,"Man","Yes"
1427,20,"Woman","No"
1199,12,"Man","No"
1316,27,"Woman","No"
1781,26,"Man","Yes"
1397,18,"Man","No"
1504,9,"Woman","No"
1665,15,"Man","No"
1259,23,"Man","No"
1732,24,"Woman","Yes"
1534,25,"Man","Yes"
1479,18,"Woman","No"
1138,17,"Woman","No"
1895,24,"Man","Yes"
1308,18,"Woman","No"
1495,11,"Woman","No"
1638,13,"Woman","No"
1637,17,"Woman","No"
1565,9,"Woman","No"
1756,20,"Man","Yes"
1773,16,"Woman","No"
1259,17,"Man","No"
1681,19,"Woman","No"
1171,22,"Man","No"
2179,25,"Man","Yes"
970,22,"Woman","No"
1806,19,"Man","Yes"
1546,22,"Woman","No"
1537,22,"Woman","No"
1116,21,"Man","No"
2098,22,"Man","Yes"
1803,20,"Man","Yes"
1563,17,"Man","No"
1287,29,"Woman","No"
1620,21,"Woman","No"
1475,20,"Woman","No"
1076,23,"Man","No"
1366,25,"Man","Yes"
1759,24,"Man","Yes"
1148,16,"Man","No"
1640,18,"Woman","No"
1561,12,"Man","No"
1591,20,"Man","Yes"
1481,20,"Woman","No"
1511,24,"Woman","No"
1665,15,"Woman","No"
1483,22,"Woman","No"
1866,15,"Woman","No"
2158,26,"Man","Yes"
1338,22,"Woman","No"
1401,24,"Woman","No"
1301,20,"Man","No"
1405,19,"Man","No"
1401,15,"Woman","No"
1675,20,"Man","Yes"
799,22,"Man","No"
2049,21,"Woman","Yes"
1477,14,"Woman","No"
1475,22,"Woman","No"
1574,22,"Woman","No"
1600,23,"Woman","No"
2103,22,"Woman","Yes"
1509,23,"Man","Yes"
1864,25,"Woman","Yes"
1371,12,"Man","No"
1660,18,"Woman","No"
1670,18,"Woman","No"
1550,15,"Man","No"
1771,17,"Woman","No"
1749,20,"Man","Yes"
1434,20,"Woman","No"
1741,14,"Woman","No"
1323,15,"Woman","No"
1525,20,"Woman","No"
1270,22,"Woman","No"
1161,23,"Man","No"
1827,25,"Woman","Yes"
1904,21,"Man","Yes"
1495,16,"Woman","No"
1194,20,"Woman","No"
1193,20,"Woman","No"
1405,23,"Woman","No"
1677,19,"Man","Yes"
1613,17,"Woman","No"
1808,16,"Man","Yes"
1846,19,"Woman","No"
1203,29,"Woman","No"
1686,11,"Man","No"
1547,16,"Man","No"
1767,18,"Woman","No"
1826,16,"Man","Yes"
1218,18,"Man","No"
1576,22,"Man","Yes"
1193,22,"Man","No"
1779,17,"Woman","No"
1581,16,"Woman","No"
1549,13,"Man","No"
1662,21,"Man","Yes"
2252,15,"Man","Yes"
948,24,"Woman","No"
1239,29,"Man","Yes"
1238,22,"Man","No"
1354,17,"Man","No"
1390,20,"Woman","No"
1499,14,"Woman","No"
1275,18,"Woman","No"
929,26,"Woman","No"
1787,27,"Woman","Yes"
1138,8,"Woman","No"
1629,19,"Man","Yes"
828,12,"Woman","No"
1523,23,"Woman","No"
1528,21,"Man","Yes"
1750,19,"Woman","No"
1447,22,"Man","Yes"
1364,13,"Man","No"
1134,17,"Woman","No"
1400,20,"Man","No"
1669,20,"Man","Yes"
1301,15,"Man","No"
1833,16,"Man","Yes"
1128,16,"Man","No"
1796,22,"Woman","Yes"
1335,19,"Man","No"
1289,22,"Man","No"
1831,22,"Woman","Yes"
1528,10,"Man","No"
1788,10,"Woman","No"
901,18,"Woman","No"
1211,22,"Man","No"
1600,30,"Man","Yes"
936,14,"Woman","No"
1412,17,"Man","No"
1739,20,"Woman","No"
1340,15,"Woman","No"
1374,18,"Man","No"
1276,12,"Woman","No"
1595,29,"Man","Yes"
1049,24,"Man","No"
1865,13,"Woman","No"
1949,24,"Man","Yes"
1726,21,"Woman","No"
1660,17,"Man","No"
1471,23,"Woman","No"
1255,27,"Man","Yes"
1287,19,"Woman","No"
910,18,"Woman","No"
1430,27,"Man","Yes"
1352,13,"Man","No"
1492,18,"Woman","No"
854,19,"Man","No"
1503,14,"Man","No"
1641,15,"Man","No"
873,12,"Man","No"
1518,9,"Woman","No"
1655,14,"Man","No"
1200,22,"Man","No"
1186,14,"Man","No"
1133,15,"Woman","No"
1951,21,"Woman","Yes"
1577,21,"Man","Yes"
1374,18,"Man","No"
1300,19,"Man","No"
1455,16,"Man","No"
1237,22,"Man","No"
1778,25,"Man","Yes"
1096,16,"Woman","No"
1536,23,"Woman","No"
1528,23,"Man","Yes"
1115,20,"Man","No"
1874,29,"Man","Yes"
937,22,"Woman","No"
1795,22,"Man","Yes"
1042,15,"Woman","No"
1799,19,"Man","Yes"
1673,23,"Woman","Yes"
1658,19,"Man","Yes"
1410,18,"Woman","No"
1672,23,"Woman","Yes"
1298,11,"Man","No"
1484,21,"Woman","No"
1033,16,"Woman","No"
1198,20,"Man","No"
1828,10,"Man","No"
2216,9,"Woman","No"
954,14,"Man","No"
1395,30,"Man","Yes"
1764,18,"Woman","No"
1819,23,"Man","Yes"
2048,18,"Woman","Yes"
1688,16,"Man","No"
927,16,"Woman","No"
1682,24,"Man","Yes"
1429,15,"Man","No"
1518,11,"Man","No"
1350,8,"Man","No"
1407,11,"Man","No"
1439,20,"Man","No"
1224,27,"Woman","No"
1472,16,"Woman","No"
1268,19,"Woman","No"
1525,5,"Woman","No"
1431,20,"Man","No"
1185,20,"Woman","No"
738,16,"Man","No"
1096,23,"Woman","No"
1707,16,"Woman","No"
1770,25,"Woman","Yes"
2265,22,"Woman","Yes"
1505,27,"Man","Yes"
1328,23,"Woman","No"
1442,24,"Woman","No"
1437,21,"Man","No"
1333,14,"Man","No"
1700,25,"Man","Yes"
1238,14,"Man","No"
1413,18,"Man","No"
1694,16,"Woman","No"
1895,19,"Woman","No"
1533,13,"Woman","No"
1238,20,"Woman","No"
1489,11,"Man","No"
1170,18,"Man","No"
2054,17,"Man","Yes"
1594,25,"Woman","Yes"
1522,21,"Man","Yes"
1513,25,"Man","Yes"
1372,20,"Man","No"
1172,22,"Man","No"
1812,7,"Man","No"
1741,18,"Man","Yes"
1122,24,"Man","No"
1815,22,"Man","Yes"
1253,27,"Woman","No"
1315,19,"Man","No"
1438,21,"Woman","No"
2071,17,"Man","Yes"
993,18,"Woman","No"
1548,23,"Woman","No"
1893,21,"Woman","Yes"
1053,20,"Man","No"
1232,19,"Man","No"
1490,22,"Woman","No"
2107,16,"Woman","Yes"
1495,18,"Man","No"
1786,26,"Woman","Yes"
1330,17,"Woman","No"
1661,22,"Man","Yes"
1241,16,"Woman","No"
1076,16,"Woman","No"
1576,19,"Man","No"
1345,13,"Woman","No"
1313,18,"Man","No"
1200,9,"Man","No"
1113,8,"Man","No"
1072,23,"Man","No"
1232,25,"Woman","No"
1917,31,"Man","Yes"
1007,18,"Woman","No"
1624,19,"Man","Yes"
1141,18,"Woman","No"
1456,23,"Woman","No"
1457,14,"Man","No"
1598,20,"Man","Yes"
1369,17,"Woman","No"
1210,21,"Man","No"
1517,22,"Man","Yes"
1906,26,"Man","Yes"
1732,22,"Woman","Yes"
1696,18,"Man","Yes"
1463,18,"Man","No"
1305,12,"Woman","No"
1686,22,"Woman","No"
1644,21,"Woman","No"
1486,21,"Woman","No"
1678,17,"Woman","No"
1625,22,"Man","Yes"
1883,20,"Man","Yes"
1250,25,"Man","Yes"
1514,23,"Man","Yes"
807,10,"Man","No"
1516,17,"Man","No"
1628,20,"Man","Yes"
1723,14,"Man","No"
2164,20,"Man","Yes"
1238,17,"Man","No"
1555,16,"Woman","No"
1775,18,"Woman","No"
1567,13,"Man","No"
1975,18,"Woman","Yes"
1675,22,"Man","Yes"
1413,22,"Man","No"
1412,28,"Woman","Yes"
1405,23,"Woman","No"
1166,9,"Woman","No"
1106,23,"Woman","No"
1906,21,"Woman","Yes"
1658,14,"Woman","No"
1462,21,"Man","No"
1343,13,"Woman","No"
1325,16,"Woman","No"
1627,18,"Woman","No"
1558,18,"Man","No"
1159,23,"Woman","No"
1686,24,"Man","Yes"
1766,16,"Woman","No"
1645,20,"Woman","No"
1622,32,"Woman","Yes"
1470,23,"Woman","No"
1698,23,"Man","Yes"
1294,17,"Man","No"
1996,23,"Man","Yes"
1738,15,"Woman","No"
1166,15,"Man","No"
1195,15,"Man","No"
1237,26,"Woman","No"
1080,6,"Man","No"
1253,34,"Woman","Yes"
1336,22,"Woman","No"
2202,19,"Woman","Yes"
1338,15,"Man","No"
1790,23,"Woman","Yes"
1253,16,"Woman","No"
1409,34,"Woman","Yes"
1511,21,"Man","Yes"
1296,21,"Man","No"
1430,22,"Man","Yes"
1192,18,"Man","No"
1234,25,"Woman","No"
1402,22,"Man","No"
1633,20,"Man","Yes"
1076,13,"Man","No"
1323,11,"Woman","No"
1175,18,"Man","No"
1681,9,"Woman","No"
1166,26,"Man","No"
1740,17,"Woman","No"
1506,18,"Man","No"
1016,22,"Man","No"
1909,13,"Woman","No"
1462,7,"Man","No"
1060,20,"Woman","No"
1148,14,"Man","No"
1412,21,"Woman","No"
1502,24,"Man","Yes"
1716,27,"Man","Yes"
1844,27,"Woman","Yes"
1901,16,"Woman","No"
1565,18,"Woman","No"
1929,8,"Woman","No"
1452,25,"Woman","No"
1875,26,"Man","Yes"
1742,26,"Woman","Yes"
1387,17,"Woman","No"
1589,23,"Woman","No"
1487,28,"Man","Yes"
1981,24,"Man","Yes"
1120,26,"Woman","No"
745,24,"Man","No"
1019,23,"Woman","No"
1181,20,"Man","No"
1306,15,"Man","No"
1599,26,"Man","Yes"
1735,11,"Man","No"
1788,20,"Woman","No"
1131,19,"Man","No"
2008,13,"Woman","No"
1463,11,"Man","No"
1664,26,"Man","Yes"
1621,20,"Man","Yes"
1622,19,"Man","Yes"
972,29,"Man","No"
1502,22,"Woman","No"
1875,21,"Woman","Yes"
1469,12,"Man","No"
956,14,"Woman","No"
1261,19,"Woman","No"
1406,25,"Woman","No"
1528,26,"Woman","Yes"
1822,23,"Woman","Yes"
1463,16,"Woman","No"
1672,18,"Man","Yes"
1048,18,"Man","No"
1070,27,"Man","No"
1460,23,"Man","Yes"
1449,15,"Man","No"
1976,15,"Man","Yes"
2188,18,"Man","Yes"
1788,25,"Woman","Yes"
908,16,"Man","No"
1101,21,"Man","No"
1101,27,"Man","No"
1261,26,"Man","Yes"
1044,11,"Woman","No"
1941,16,"Man","Yes"
1617,27,"Woman","Yes"
1669,21,"Man","Yes"
1747,12,"Woman","No"
2042,14,"Man","Yes"
1887,14,"Woman","No"
1046,12,"Man","No"
1248,18,"Man","No"
1777,20,"Man","Yes"
1436,18,"Man","No"
1345,15,"Man","No"
974,20,"Woman","No"
1277,25,"Woman","No"
1641,22,"Man","Yes"
1114,17,"Man","No"
1378,30,"Man","Yes"
1514,30,"Man","Yes"
1308,21,"Woman","No"
1065,20,"Man","No"
1262,30,"Man","Yes"
1583,18,"Man","No"
1295,17,"Man","No"
1005,18,"Man","No"
1243,26,"Man","Yes"
1427,26,"Woman","No"
1799,15,"Man","No"
1370,20,"Woman","No"
1617,19,"Man","Yes"
973,21,"Man","No"
1494,24,"Woman","No"
1935,18,"Woman","No"
1415,23,"Woman","No"
1858,15,"Woman","No"
1359,18,"Woman","No"
1844,22,"Woman","Yes"
1370,17,"Man","No"
1847,18,"Woman","No"
1793,22,"Woman","Yes"
1585,26,"Woman","Yes"
1447,20,"Woman","No"
1218,23,"Man","No"
1601,19,"Man","No"
1554,19,"Woman","No"
1867,1,"Man","No"
1311,14,"Man","No"
